Y,A,limit_bal,sex,education,age,pay_0,pay_2,pay_3,pay_4,pay_5,pay_6,bill_amt2,bill_amt3,bill_amt4,bill_amt5,bill_amt6,pay_amt1,pay_amt2,pay_amt3,pay_amt4,pay_amt5,pay_amt6
-0.048763104651303624,1,20000,1,3,36,0,0,0,0,0,-1,19015,20149,19870,-200,16636,1615,1749,1250,200,20901,1100
-2.033040736367342,0,50000,0,2,51,0,-1,0,0,0,-2,2477,3234,2904,0,0,2477,2904,0,0,0,0
-2.1888541461723405,0,60000,0,2,25,0,0,2,0,0,0,37460,36558,37945,38782,39582,3600,0,2000,1600,1600,1340
-0.275280660867787,1,10000,0,1,24,0,0,0,0,0,2,6728,7865,7105,8298,8020,1123,1260,1500,1470,0,1500
1.3221894178574214,1,210000,0,1,35,-2,-2,-2,-2,-2,-2,-18,-18,-18,-18,-18,0,0,0,0,0,0
0.40677963794341954,0,20000,0,2,28,2,-1,-1,-1,-1,-1,390,390,390,390,0,390,390,390,390,0,780
-0.14381773250545138,0,50000,1,3,41,0,0,0,0,0,0,45548,46076,19092,18227,18285,1858,1685,659,658,656,651
1.3055945544082013,0,160000,1,1,34,-1,-1,-1,-1,-1,-1,390,390,520,540,390,390,390,520,560,390,0
-2.420053752415502,1,160000,0,2,33,0,0,0,0,0,0,140745,139923,140815,139935,138912,5211,5000,5000,5000,5000,6000
1.3170475546741425,0,100000,0,2,44,0,-1,-1,-1,-1,-1,1440,1440,1440,1440,6059,1440,1440,1440,1440,6059,1440
1.0375615443646111,1,160000,0,2,37,-2,-1,-1,-1,-1,-1,898,850,1729,5696,0,920,852,1759,5707,0,0
-0.3442203221296831,0,50000,0,2,31,1,2,2,2,0,0,24900,25098,24396,25310,25740,1800,900,0,1310,1000,1000
-2.4290246356240255,0,150000,0,2,25,0,0,0,0,0,0,149060,151308,152576,152368,142030,5752,6308,16644,12381,9320,5977
0.1825143014902899,0,500000,0,2,27,-2,-2,-2,-2,-2,-2,9983,13570,10000,10000,10000,9983,13587,10000,10000,10000,25304
-0.8983208585166769,0,500000,1,1,43,-1,-1,-1,0,0,-1,53132,74478,61069,37369,2581,53421,74559,1343,907,2592,42767
-1.5075459358628782,0,470000,0,2,33,0,0,0,0,0,0,47682,46429,43405,42796,44171,5000,2600,1500,1500,2000,1500
-3.426688668286434,0,360000,0,2,54,0,0,0,0,0,0,202845,177252,165622,167824,156851,8880,7992,5627,5554,5456,5445
-0.4537403934415061,0,20000,0,2,49,1,2,2,2,0,0,18132,19530,18950,16510,19386,0,3000,0,1000,3000,2000
-1.3307516370840857,0,100000,0,2,37,-2,-2,-2,-2,-2,-2,35392,20000,0,0,0,36291,20000,0,0,0,0
1.6978254096330085,1,480000,0,2,38,-1,0,0,-1,0,0,10545,13258,51723,40511,37226,6000,3066,51800,5030,3039,3112
-0.04786070724803648,0,50000,1,1,49,0,0,0,0,0,0,15317,12579,29035,17878,18586,1314,1506,19300,1000,1000,700
-0.0006073330440270475,0,350000,0,5,49,1,-2,-2,-2,-2,-2,36011,8978,11925,8574,5417,36011,8978,11975,8574,5417,1828
1.086716937928983,1,260000,0,1,42,0,-1,-1,0,-1,-1,3856,12996,8788,15104,16764,3856,13000,0,15104,16764,9118
-3.3692558634768806,0,380000,0,2,44,0,0,0,0,0,0,270405,258979,261213,264550,163860,11035,10009,11003,10500,7500,7505
-2.4518689591666654,0,20000,0,2,36,0,0,0,0,0,0,18044,19003,19224,19050,19353,2000,1283,1003,1000,1002,1005
0.5519611960450347,0,150000,0,1,34,1,-1,-1,-2,-2,-2,53,0,0,0,0,53,0,0,0,0,0
-1.1326891063153521,0,80000,0,1,41,0,0,0,0,-2,-2,13007,3537,0,0,0,1325,1000,0,0,0,0
0.5384395650540257,0,120000,0,3,37,0,0,0,2,0,0,20836,23562,22890,23189,23521,1651,3377,0,976,855,1011
-0.360321259785749,0,500000,1,3,53,-1,2,2,-2,-1,-1,546,-4,-4,1319,2977,1,0,0,1323,3000,8
-3.4970173993085267,0,80000,0,1,24,-1,0,0,0,0,0,78236,77700,58025,59527,60778,5000,4176,4000,3000,2141,3000
0.7709525726721044,1,50000,1,1,23,4,3,2,0,0,2,26431,14109,9417,9952,9165,88,12,473,825,323,10000
-0.702194111907455,0,150000,1,2,23,0,0,-1,0,0,0,147474,7474,8173,87500,89731,3000,120000,823,80000,3684,4500
-0.3897450847989079,0,240000,0,1,39,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0
-2.1457183427828297,0,200000,0,1,28,-2,-1,0,0,0,0,161746,153377,134027,135120,136512,161844,5228,5005,5004,5151,5253
-1.0717007249173243,0,50000,0,2,37,1,2,2,2,2,2,13493,17259,16684,18017,17581,0,4000,0,1600,0,3000
-1.6145293149675881,0,50000,0,2,35,0,-1,0,0,0,-2,1000,2050,3000,0,0,1000,1050,1000,0,1000,0
-5.168231853583129,0,410000,0,1,31,0,0,0,0,0,0,365398,367247,304903,310333,317330,14158,13000,13000,12000,12000,15000
-1.336747837922053,1,110000,1,2,35,0,0,0,0,0,0,73221,74341,50184,51412,49448,32123,3000,1800,2041,2069,3000
-3.166335639742004,0,90000,0,2,27,3,2,2,2,0,0,85753,87510,85188,87112,169533,6000,4000,0,4200,3285,7787
-3.518331728151222,0,50000,1,3,65,0,0,0,0,0,0,47465,47942,48418,49530,28085,2068,1545,1171,1658,1321,0
-1.6745879837524795,0,120000,0,2,26,0,0,0,0,0,2,88304,89657,41720,29022,28422,3500,3103,1800,2381,0,1100
-0.6746748061859029,0,200000,0,1,38,-2,-2,-2,-2,-2,-2,6370,5991,7298,9225,4072,6370,5991,7298,2105,10249,0
-1.321583662200545,1,140000,0,3,50,-1,2,-1,-1,-1,-1,845,1690,0,1690,0,0,1690,0,1690,0,845
-1.7022416243110083,0,230000,1,1,32,0,0,0,0,0,0,166134,142049,106677,88091,60929,7326,10000,10000,3000,2000,2000
-0.4350416209704251,0,250000,1,2,52,2,2,2,2,0,0,29086,33288,32459,34600,36539,0,5000,0,3000,2500,2500
2.825136799559222,1,130000,0,1,25,1,-1,-1,-1,-1,-1,2178,604,700,0,1440,2178,604,700,0,1440,412
-0.20547586693743503,0,120000,0,2,36,1,-2,-1,-1,-2,-2,0,1100,0,0,0,0,1100,0,0,0,0
-1.9027163404638667,0,150000,1,4,29,0,0,0,0,0,0,206334,206221,69995,60000,0,8500,8000,2500,1500,0,0
1.0754071988143035,0,50000,1,2,48,2,2,2,2,2,2,44489,45470,46424,45377,48441,2700,2000,2000,0,3800,0
-0.5526305392961488,0,20000,1,2,41,0,0,0,2,2,0,10869,13940,14755,14223,15337,1200,3250,1340,0,1500,5000
-1.2996306802438942,0,260000,0,1,36,1,2,2,2,2,2,545,2332,1277,1996,1020,0,2007,0,1020,0,923
2.313008302574343,0,360000,1,1,27,-2,-2,-2,-2,-2,-2,6777,14101,11959,3184,7252,6813,14171,12023,3200,7288,1892
0.23822265276291987,0,50000,1,1,24,0,0,0,0,0,0,49720,50839,93436,46733,50925,1844,1963,2635,1750,5000,2160
0.2602962806330613,0,50000,1,2,27,0,0,0,0,0,0,48338,45090,19031,19534,19301,1963,1972,672,800,700,1000
-2.565002694117847,0,50000,1,2,22,-1,2,2,2,0,0,19273,21133,19121,19663,20235,0,2500,0,1000,1050,600
1.8697907245992924,0,460000,1,1,44,-1,-1,-1,0,-1,-1,3152,531,522,4434,9767,3152,531,500,4434,9767,0
-1.8253559944062039,0,320000,0,1,36,0,0,0,0,0,0,28179,28695,19370,10155,3788,5000,5018,1000,3000,0,7013
1.9964834723484475,1,180000,1,1,26,0,0,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0
1.2419916874481483,1,210000,0,3,35,-2,-2,-2,-2,-2,-2,-17,9000,7905,1434,1008,0,9017,7905,1434,1008,660
-0.7279591647615142,0,120000,0,2,25,0,0,0,0,-1,-1,4290,5192,380,441,425,1290,1261,300,441,425,989
0.4366958851450963,0,210000,1,2,43,0,0,0,0,0,0,45456,44048,15398,8657,3180,2300,1326,400,230,100,112136
0.7904248378875358,1,260000,0,1,31,-1,0,0,0,0,2,27201,27879,28420,39206,37705,20000,2000,2000,12000,0,2000
-4.817412754823321,0,360000,0,2,41,0,0,0,0,0,0,360648,339204,282520,290521,27792,14152,15000,15000,15004,5071,5168
-1.1056534219044907,0,90000,0,2,39,-1,0,0,-2,-1,0,8489,371,385,13273,20971,7639,11336,1501,13278,10022,14045
-2.2900717592612425,0,130000,0,2,25,1,2,2,2,2,0,12562,12075,15844,15295,16885,1600,0,4300,0,2000,2000
1.6252290956145818,1,220000,0,1,43,-1,3,2,0,0,0,1257,1090,1090,1090,0,167,0,0,0,0,0
-1.025563267210798,0,20000,1,2,33,0,0,0,0,0,-1,10179,11901,11901,9336,9054,2000,2000,0,0,9054,2000
0.5835646194615574,1,110000,1,3,40,0,0,0,0,0,0,93357,94938,79368,74778,75996,4500,4100,2612,2666,2700,2659
3.542201369079022,1,300000,0,2,49,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0
0.6115554900593283,1,150000,0,1,29,-1,-1,-1,0,-1,-1,290,549,204,16048,0,390,649,145,16048,0,0
0.6514574945186843,0,360000,0,1,44,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0
-0.7252978603533251,0,20000,1,3,33,1,2,2,2,2,2,15689,18417,17802,19543,18442,0,3000,0,2000,0,1000
-0.29721843071165976,0,20000,1,1,31,-1,-1,-1,-1,-1,-1,390,390,390,0,780,390,390,390,0,780,0
-0.7358910604269985,0,40000,1,2,37,0,0,0,0,2,0,21778,22807,24993,24292,24800,1355,1384,2570,0,899,2006
0.5181758131617866,1,450000,1,1,38,-1,-1,-1,-1,-1,-1,7923,57139,15181,7247,13890,7964,57425,15257,7283,13959,11139
-2.388654667970265,0,100000,1,1,32,0,0,0,0,0,0,84140,86400,87275,89082,91030,3300,3881,2500,2519,2700,3004
-2.441289869777977,0,50000,1,3,22,0,0,-1,0,0,0,44450,956,976,1976,2939,2150,956,20,1000,1000,1000
-0.7901087710596499,0,200000,1,2,37,0,0,0,0,0,0,202673,193898,180759,160482,132870,7313,7157,11609,5609,5059,5014
-2.421241354120826,0,480000,0,2,37,-1,-1,-1,-1,-1,-1,2217,9731,9272,2718,1498,2217,9731,9272,2718,1498,1138
-1.614269213508551,0,500000,1,1,33,0,-1,-1,0,0,0,1397,56449,55121,54797,19732,1397,56449,1515,1426,747,1476
-3.794291905043454,0,70000,0,1,45,1,2,2,0,0,0,70756,65348,58253,35943,27930,3000,0,3000,5943,10000,2249
0.48402233983923926,0,200000,1,1,41,-1,-1,-1,-1,-1,-1,580,580,580,580,580,580,580,580,580,580,699
1.3181466339405659,1,160000,1,0,47,-1,-1,-1,-1,0,-1,907,3707,6987,3853,4613,907,3707,6991,77,4613,4099
-3.5483097516402853,0,150000,1,3,44,0,0,0,0,0,0,148047,147851,151310,107033,109350,6913,5937,6500,4000,4000,4000
-2.8424406919225658,1,280000,0,2,43,0,0,0,0,0,0,280598,141996,131471,134963,139471,12000,7300,5000,6000,7000,6000
-0.7213782893408681,0,60000,0,1,23,0,0,0,0,0,2,12772,14555,15803,19217,18768,1500,2000,1500,3700,0,900
-3.1376648615489007,0,200000,0,1,31,0,0,0,0,0,0,195618,200170,202965,155579,124488,8500,9200,8000,7000,5000,5000
0.21522612724268064,1,360000,0,1,32,0,0,0,0,0,0,20396,19382,13874,9398,10773,5000,2000,5019,2000,2500,5000
-2.0830284818129767,0,110000,0,1,35,0,0,2,2,0,0,36344,36055,36163,37028,38250,4500,600,1000,1600,2000,2000
-0.14476742181321,0,180000,0,2,30,0,0,2,0,0,0,217602,96169,70083,59509,78312,10915,5,5050,10000,20000,2000
0.38026563341802205,0,230000,1,2,36,-1,-1,2,2,2,0,5376,3878,4824,2720,1526,2000,397,2720,0,1000,435
-2.2361099270845095,0,180000,1,3,52,0,0,0,0,0,0,74156,75659,72046,70355,71208,3293,3350,3111,2615,2689,2766
-0.2794493004959477,0,240000,0,2,34,-1,-1,0,0,-1,-1,1921,20740,21274,888,360,1921,19000,2624,888,360,360
-0.121210135014725,0,100000,1,2,28,0,0,0,0,0,0,72596,74331,75491,78244,77478,3500,3500,3000,4000,3000,3000
-0.5241854198733175,0,200000,1,1,30,2,2,2,2,2,2,45379,45858,45781,47401,40536,2000,1500,1000,2540,2000,0
1.0137316333125608,0,590000,0,2,29,-2,-2,-2,-1,0,0,0,0,1387,2206,3014,0,0,1387,1000,1000,1000
-1.330225113768054,0,220000,1,2,28,0,0,0,0,0,0,43083,47051,65321,83882,72812,6000,5000,20012,23099,10029,30019
-3.851389201404366,0,180000,0,2,34,0,0,-2,-1,0,0,0,0,6398,15218,24901,0,0,6398,9000,10000,500
0.8763954394497105,0,10000,1,2,58,2,2,2,2,2,0,9964,9654,10348,10044,10009,1400,0,1000,0,515,344
1.8769169451962557,1,80000,1,2,36,3,2,2,4,4,3,600,600,600,600,300,0,0,0,0,0,0
-3.094068867245496,0,210000,0,2,40,-2,-2,-1,-1,-2,-2,1789,4292,2388,4090,2375,1794,4326,2395,4102,2382,2614
1.0524989067431023,1,50000,0,3,22,1,4,3,2,0,0,21044,20433,19799,19262,19124,1600,0,0,900,700,700
-2.059197931465316,1,210000,0,2,34,0,0,2,0,0,0,214479,193598,178416,143879,125004,17580,0,7193,3500,4881,3679
-4.110893059907799,0,220000,0,3,45,0,0,0,0,0,0,182100,184900,170611,125433,83709,10150,10000,10000,10053,4000,3000
-2.006303930839761,0,150000,1,2,43,0,0,0,0,0,0,126042,128706,131333,133974,136907,5000,3700,3719,3756,4031,3914
2.528801330467759,1,30000,0,2,22,-2,-1,2,-1,-1,-1,2343,126,4462,0,150,2343,0,4462,0,150,860
-1.8995221954214139,0,310000,0,2,33,0,0,0,0,0,0,72437,71851,71120,70463,69876,2573,2594,2483,2458,2516,2461
0.519304882944889,0,140000,1,1,44,-1,-1,-1,-1,-1,-1,5717,7146,5930,5280,5930,5717,7146,5930,5280,5930,0
-2.0084964783372206,0,80000,0,3,40,2,2,3,2,-1,-1,5395,4415,1375,779,5889,5000,0,0,885,5889,4239
0.1853435234473667,0,20000,0,2,48,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0
-2.992584244435195,0,290000,0,2,39,-1,-1,-1,-1,-1,-1,316,316,316,316,297,316,316,316,316,297,2828
0.2615291393611189,0,240000,0,2,35,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0
-2.7577269323288798,0,270000,0,2,45,0,0,0,0,0,0,28137,32602,9462,8835,8054,15000,5000,5000,5000,5000,1500
-0.5954237551669406,0,10000,1,2,23,1,3,2,2,2,0,8399,8101,8995,8216,7756,0,0,1000,0,500,500
-0.6732170469487254,0,20000,1,3,46,0,0,0,0,0,0,12654,13659,13635,13922,14689,1519,1524,500,507,1000,500
-1.2631406060009236,0,80000,0,3,37,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0
1.1948259526017602,1,80000,0,1,37,-1,-1,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0
-1.9945938549713098,0,130000,0,2,29,0,0,0,0,0,0,69269,72276,74347,77259,78403,4000,5000,4347,5000,3038,2135
-3.2557046117123742,0,30000,0,2,28,2,2,2,2,2,2,20218,19607,21778,22124,22622,1500,0,2500,1000,1000,900
-0.7377987092139618,0,60000,0,3,48,-1,-1,-2,-2,-2,-1,430,430,717,430,4171,430,430,717,430,4171,2914
0.014567512910289127,0,30000,0,1,30,2,2,2,3,2,2,12917,13909,13394,13036,15019,1300,1500,0,0,2200,0
2.0233841046292214,1,240000,0,1,30,-2,-2,-2,-2,-2,-2,0,9625,8864,9248,23353,0,9625,0,9248,23353,1205
-1.4709492858151394,0,170000,0,3,37,1,2,0,0,0,0,30336,30826,31996,33676,25301,3,2008,5000,2037,2029,2008
-1.0178305551574418,0,200000,0,1,29,-2,-2,-2,-2,-2,-2,0,0,3941,16405,-150,0,0,3941,16405,0,2477
3.164181294405814,1,20000,1,1,24,1,2,2,2,0,0,7437,8810,9470,18315,19237,1000,1495,1000,9000,1800,900
-3.551343441574964,0,260000,0,2,40,0,0,0,0,0,0,244619,127074,14,124493,128463,13000,6500,0,124479,6000,6500
-2.3260084798305556,0,170000,0,2,37,-1,0,0,0,0,0,166207,158403,146324,118981,113666,7000,7000,6011,5000,6000,9000
-0.6654053072619168,0,50000,1,3,54,0,0,0,0,0,0,47080,48813,49107,18000,17538,2100,3000,2000,1200,1000,3000
1.7820130373606804,0,170000,1,1,31,-1,-1,-1,-1,0,-1,1898,850,6390,1958,1346,1911,850,6390,5,1358,202
-1.7420744231519243,0,220000,0,1,38,0,0,0,0,0,0,7211,9948,10528,12412,13745,3000,3000,1000,2000,1500,0
-0.7647584848642596,1,30000,0,2,24,0,0,2,2,0,0,30386,31105,30270,29963,29661,3700,1500,0,1050,1250,2200
-1.273312933238589,0,50000,1,3,41,0,0,2,0,0,0,12150,11670,12167,2210,2406,10000,0,1036,79,232,110
-2.6070442885204463,0,180000,1,2,40,1,2,0,0,0,0,167622,130083,64398,62277,58216,1000,4052,2293,2295,2400,2110
-1.6625582587833778,1,80000,0,2,36,1,2,2,2,0,0,154026,82385,79795,48999,48161,0,7600,5,2000,2000,2000
1.7698458736412528,1,440000,0,2,42,1,-2,-2,-1,-1,-1,0,0,17297,0,13497,0,0,17297,0,13497,0
-2.9414903375667767,0,20000,1,3,23,-1,-1,-1,0,0,0,6354,6849,4113,3910,2547,6394,6849,82,78,51,16522
-1.1427202148556037,0,240000,1,2,46,0,0,0,0,0,0,49274,51171,52716,54229,56191,3000,3000,3000,3000,3000,3000
-1.3491925041308637,0,430000,0,1,34,-1,-1,-1,-1,-1,-1,4588,11164,1531,9848,10178,4600,11220,1531,9902,10202,5926
-1.5377055478031603,0,50000,0,3,35,0,0,0,0,0,0,49789,19726,20074,20121,17021,2046,3000,1500,1000,1600,1500
-1.2425060092409637,0,10000,0,3,43,-1,-1,-1,0,0,-2,1928,5797,7727,4196,0,2006,5805,4013,4217,4,12700
-2.05517898265391,0,400000,1,1,29,0,0,0,-1,-1,2,11150,6298,138307,149548,148632,1300,1001,138307,16996,5010,96
-3.9924273261753322,0,230000,0,2,27,0,0,0,0,0,0,227814,218694,191956,191741,176784,8862,8933,6956,7845,6784,7471
-1.5110297413194338,0,200000,0,2,30,0,0,0,0,0,0,156041,157356,123271,123831,124070,7325,7470,4460,4583,4376,4533
0.12074886086550995,0,20000,1,2,55,2,2,2,2,-2,-2,11180,780,0,0,0,780,0,0,0,0,0
-0.37136003196452216,0,30000,1,2,27,0,0,0,-2,-2,-2,10529,28870,29391,29724,30400,5000,28872,1500,1000,1078,1000
1.0438961982783912,0,30000,0,3,44,1,-2,-2,-2,-2,-1,0,0,0,0,379,0,0,0,0,379,0
-3.7858748456259472,0,380000,0,1,31,0,0,0,0,2,0,225515,227387,197959,194710,199300,11000,9000,15000,0,8000,8000
-3.363098254580199,0,320000,0,2,36,0,0,0,0,0,0,164486,169691,188527,145676,135254,10043,15005,21640,5004,11628,20020
0.19148083657121195,0,50000,1,3,52,0,0,0,0,0,0,49344,19596,19194,19201,19199,29456,1300,675,694,704,798
-0.41271712295767593,0,100000,0,2,31,2,2,0,0,0,2,17040,19139,19325,20855,20372,0,2700,800,2000,0,1000
2.9798884069990734,1,20000,1,2,38,0,0,0,0,2,0,7736,8745,9394,9101,9282,1287,1296,945,0,481,829
-0.22460897654572154,0,70000,1,1,46,0,0,0,0,0,0,55274,51766,51757,50013,49946,2600,1800,2000,3140,2000,1800
-2.3986326181535933,0,80000,0,2,27,1,2,0,0,0,0,79062,74722,40151,28424,29059,15,2876,2052,625,693,84
0.5882592248297471,0,330000,1,1,49,-2,-2,-2,-2,-2,-2,65,3775,1590,0,2130,65,3775,1590,0,2130,7700
-3.59552313621065,0,240000,1,2,39,1,2,0,0,0,0,234661,234364,235982,239281,244329,0,10200,10200,8725,9068,9068
-3.192978372369984,0,110000,0,2,35,0,0,0,0,0,0,121523,116319,116082,111141,110854,4316,4120,4001,4173,4103,3888
-0.957114136901897,1,290000,0,2,33,0,0,0,0,0,0,110481,107735,100195,84268,76356,3700,4005,4000,3000,2928,2000
-0.16542267969093505,1,20000,1,3,23,0,0,0,-1,-1,-1,3544,3064,1587,-193,3107,2700,2300,2100,0,5000,0
0.3885128544869822,1,50000,1,2,32,0,0,0,0,0,0,48942,27836,40346,38668,20016,1613,1484,3675,698,1000,706
-1.4190603290585715,0,70000,0,1,29,0,0,0,0,0,0,63992,64720,66031,67459,69171,2134,1600,1587,1700,2000,1900
-3.3122003561867976,0,70000,0,2,22,0,0,0,0,0,0,67682,68448,69316,29083,28140,3200,3600,3075,1204,1200,1046
-1.3445804953806988,0,200000,0,1,31,-2,-2,-2,-2,-2,-2,2180,2750,0,1060,2000,2180,2750,0,1060,2000,1060
-1.7202499453685336,0,80000,0,2,24,0,0,0,0,0,0,76137,78366,78400,80000,80000,3000,3455,1960,2000,0,0
0.7360511040472512,0,360000,0,2,49,0,0,-1,-1,-2,-2,8644,454,-2,-2,-2,3050,456,0,0,0,519
-1.2262928715041808,0,280000,0,2,27,-2,-2,-2,-2,-2,-2,0,5737,922,107,980,0,5737,922,107,980,648
-2.756081589907339,0,280000,0,1,35,0,0,0,0,0,0,213513,106539,106361,108590,110915,6445,5245,3800,3881,4069,4035
-0.2936207093419245,1,420000,1,2,41,-1,-1,-1,-1,-1,-1,2578,523,1855,14539,7647,2590,525,1864,14611,7685,26477
-0.42491310693423856,0,210000,0,2,49,-2,-2,-1,-1,-1,-1,8455,18062,3019,5587,28210,8455,18145,3019,5587,28210,2706
-0.5756104765954451,0,230000,0,2,42,-2,-2,-1,-1,-1,0,-69,231,4749,33389,34928,0,300,4749,38000,5000,3000
-0.5054959428603548,1,50000,0,3,53,0,0,0,0,0,0,47770,49009,50593,20218,20645,1770,2009,2593,1000,752,1017
-3.163123385529548,0,60000,0,2,22,0,0,0,0,2,2,60935,56585,77520,29002,30274,2141,3085,3623,0,3158,0
-1.752672689580849,0,110000,0,2,24,0,0,0,0,0,0,50858,51780,53647,53308,54366,1878,1800,2647,1892,1901,1728
-0.2147088912757786,0,360000,1,1,29,0,0,0,0,0,-1,52585,45914,8835,3421,2391,2094,1760,204,17,2403,0
-2.448219787868031,0,50000,0,2,29,0,0,0,0,0,0,49316,50409,45545,39963,41145,3000,2000,2000,2000,2000,2000
1.4850209514921424,1,150000,0,3,55,-1,-1,-1,-1,-1,-1,17493,9160,2939,3396,1870,17498,9160,2939,3396,1870,6800
-1.1391931255261272,0,20000,1,2,28,0,0,0,0,0,0,16568,17222,18045,18083,18123,1500,1300,1500,700,700,2600
-0.4004836727668215,0,230000,1,1,30,0,0,0,0,0,0,136888,74555,45100,64387,45782,60000,20000,5000,30000,35000,90000
1.7254523597333309,1,230000,0,1,35,0,0,-1,-1,-1,-1,0,1897,0,89,2398,78,1897,0,89,2398,671
-1.545365656475703,0,10000,1,2,28,0,0,0,0,0,0,6805,7662,8034,8256,8957,1300,1128,500,500,1000,500
-0.4790316224734066,0,120000,1,1,36,0,0,0,-1,0,0,44785,47195,12432,13226,14258,2000,3200,37432,1000,1258,1000
1.177227190616025,0,450000,0,1,45,1,-2,-2,-2,-1,-1,0,0,0,4595,198,0,0,0,4595,198,5095
1.3436606044116934,0,180000,1,2,28,-1,-1,-1,-1,-1,-1,0,832,332,416,416,0,416,332,500,3500,832
-0.5139813096443461,0,230000,1,2,51,0,0,0,0,0,0,84076,77766,70066,62865,55311,2965,3500,2600,2500,1901,2370
-0.273401547990739,0,150000,1,2,36,2,2,2,2,2,2,40605,39394,37686,38810,31548,17,3105,2,2020,36,1048
-0.8425308238317711,0,250000,0,1,40,-1,-1,-1,-1,0,-1,1737,3989,11577,11377,500,1737,3989,11577,0,500,25841
-0.9746671766847965,0,130000,1,3,28,0,0,0,0,0,0,133781,133834,132336,132614,132208,6900,7000,7000,6000,5500,6000
-0.6413532862726038,1,200000,0,1,38,-1,-1,2,2,2,-1,1354,250,7250,2639,10207,1354,0,7000,0,10500,3500
-2.040937932743234,0,130000,0,2,34,0,0,-2,-2,-1,-1,0,0,0,150,1000,0,0,0,150,1000,0
4.691025095080584,1,500000,1,1,43,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0
-1.464442638011895,0,200000,0,1,25,-2,-2,-1,0,-1,-1,2886,8264,7776,2814,2610,2886,9288,0,2814,2610,2828
-0.4496678615221724,1,70000,0,2,25,0,0,0,0,0,0,33640,35286,36889,34152,36694,2000,2500,2519,5090,3100,0
-2.3836456645969264,0,30000,0,2,29,1,2,0,0,0,2,15545,16557,16857,18121,18375,0,1275,575,1539,700,0
-1.5445878289123056,0,80000,0,2,24,2,2,2,2,2,2,23787,23124,26700,27064,27685,2000,0,4300,1100,1200,0
-2.3947571773034024,0,160000,0,2,39,0,0,0,0,0,0,161485,161076,156478,122441,120574,6001,6401,6384,4600,4800,4400
1.9317580312033293,1,160000,0,3,44,-2,-2,-2,-2,-2,-2,-18,-18,-18,-18,-18,0,0,0,0,0,0
-2.5439586473660896,0,50000,0,3,51,0,0,2,0,0,0,48047,46640,40551,19398,0,4000,0,811,1000,0,0
-3.2970374155238167,0,210000,0,2,30,0,0,0,2,2,2,47107,50999,51884,50926,54404,2150,5000,2020,0,4500,2000
-2.0296307921500447,0,150000,0,1,24,-1,-1,-1,0,0,-1,1729,49200,50000,0,50000,1733,49200,1000,0,50000,0
-2.703493119906451,1,310000,0,2,31,0,0,0,0,0,0,314220,288581,294745,301286,306515,11900,12000,12500,12930,12000,13500
-2.48441850219285,0,50000,0,2,27,0,0,0,-1,0,0,36467,18890,30288,30003,29763,1819,2664,31057,1064,1073,1043
-1.8792073056811092,0,20000,1,2,35,1,2,2,2,2,2,15119,17976,19088,18500,20712,0,3108,1700,0,3500,0
0.5350631780761039,1,50000,1,2,23,2,2,-1,0,0,0,48927,49543,19649,20064,19691,1200,50189,682,710,690,693
-1.4040699401081769,0,160000,0,2,39,1,2,2,-2,-2,-2,29920,0,0,0,0,0,0,0,0,0,0
-0.6643354020512968,0,30000,0,2,24,0,0,2,2,2,0,26996,26269,27734,27151,28199,3462,0,2200,0,1500,1500
-0.3798559651429764,0,210000,0,1,32,-2,-2,-2,-2,-1,0,2800,1400,1400,27100,25644,2800,1400,0,27100,1543,75000
-3.5003411355626257,0,500000,1,2,41,1,2,0,0,0,0,163094,161768,164438,162050,163456,0,7400,10000,6000,5907,6000
-0.9192144077269991,0,500000,0,3,50,0,0,0,0,-1,0,5484,14539,13291,3645,4763,2703,10043,6065,3648,2003,1004
-3.4676933749994854,0,500000,0,1,36,-1,-1,-1,0,0,-1,24201,384973,349790,315125,16576,24201,384986,7017,6342,16576,43710
-1.4910185179398465,0,50000,0,2,34,3,3,2,2,2,2,48240,48602,46289,44837,44535,2000,2001,499,2000,2000,1500
0.0747593825814169,0,80000,0,2,36,-1,-1,-1,-1,-1,-1,1419,1845,1799,599,-1,1423,1856,1804,600,0,0
1.6497800859322065,1,210000,0,1,30,1,-2,-2,-2,-1,-1,0,0,0,49525,0,0,0,0,49525,0,0
-2.085615695259584,0,480000,0,1,52,-2,-2,-2,-2,-2,-2,86619,18802,34863,73914,47938,87170,18802,34874,73921,47938,56447
0.6314635006810185,0,30000,1,2,25,0,0,0,0,0,0,20348,18339,18794,23530,23531,1338,1500,1000,5000,2000,24
-0.36741343245633495,0,210000,0,3,52,-1,-1,-1,-1,-1,-1,38627,142285,22092,35141,56188,39000,150109,180,58000,56200,20000
2.102644489942421,1,20000,1,2,43,2,0,0,2,0,0,12372,14946,14409,16659,17887,1300,2787,0,2500,1500,0
